1.398,0.050449
1.4,0.048499
1.402,0.046136
1.404,0.043774
1.406,0.041411
1.408,0.039049
1.41,0.036686
1.412,0.034751
1.414,0.032815
1.416,0.03088
1.418,0.028945
1.42,0.027009
1.422,0.025009
1.424,0.02301
1.426,0.02101
1.428,0.01901
1.43,0.01701
1.432,0.015018
1.434,0.013026
1.436,0.011034
1.438,0.0090417
1.44,0.0070495
1.442,0.005308
1.444,0.0035664
1.446,0.0018249
1.448,8.3362e-05
1.45,-0.0016582
1.452,-0.0030505
1.454,-0.0044429
1.456,-0.0058353
1.458,-0.0072277
1.46,-0.00862
1.462,-0.0098783
1.464,-0.011137
1.466,-0.012395
1.468,-0.013653
1.47,-0.014912
1.472,-0.016679
1.474,-0.018447
1.476,-0.020214
1.478,-0.021982
1.48,-0.02375
1.482,-0.024886
1.484,-0.026023
1.486,-0.027159
1.488,-0.028295
1.49,-0.029432
1.492,-0.030454
1.494,-0.031477
1.496,-0.0325
1.498,-0.033523
1.5,-0.034545
1.502,-0.036258
1.504,-0.037972
1.506,-0.039685
1.508,-0.041398
1.51,-0.043111
1.512,-0.04404
1.514,-0.044968
1.516,-0.045897
1.518,-0.046826
1.52,-0.047754
1.522,-0.048794
1.524,-0.049834
1.526,-0.050874
1.528,-0.051914
1.53,-0.052954
1.532,-0.053611
1.534,-0.054268
1.536,-0.054926
1.538,-0.055583
1.54,-0.05624
1.542,-0.056733
1.544,-0.057227
1.546,-0.05772
1.548,-0.058213
1.55,-0.058706
1.552,-0.059219
1.554,-0.059731
1.556,-0.060244
1.558,-0.060756
1.56,-0.061269
1.562,-0.062273
1.564,-0.063277
1.566,-0.06428
1.568,-0.065284
1.57,-0.066288
1.572,-0.066845
1.574,-0.067403
1.576,-0.06796
1.578,-0.068518
1.58,-0.069075
1.582,-0.069578
1.584,-0.070081
1.586,-0.070584
1.588,-0.071087
1.59,-0.07159
1.592,-0.071962
1.594,-0.072335
1.596,-0.072707
1.598,-0.07308
1.6,-0.073452
1.602,-0.073787
1.604,-0.074123
1.606,-0.074458
1.608,-0.074793
1.61,-0.075128
1.612,-0.075351
1.614,-0.075574
1.616,-0.075797
1.618,-0.07602
1.62,-0.076242
1.622,-0.076672
1.624,-0.077102
1.626,-0.077532
1.628,-0.077961
1.63,-0.078391
1.632,-0.078658
1.634,-0.078924
1.636,-0.079191
1.638,-0.079458
1.64,-0.079724
1.642,-0.079932
1.644,-0.080139
1.646,-0.080347
1.648,-0.080555
1.65,-0.080762
1.652,-0.080937
1.654,-0.081112
1.656,-0.081287
1.658,-0.081461
1.66,-0.081636
1.662,-0.081772
1.664,-0.081909
1.666,-0.082046
1.668,-0.082182
1.67,-0.082319
1.672,-0.082434
1.674,-0.082549
1.676,-0.082665
1.678,-0.08278
1.68,-0.082896
1.682,-0.082999
1.684,-0.083101
1.686,-0.083204
1.688,-0.083307
1.69,-0.083409
1.692,-0.083499
1.694,-0.083589
1.696,-0.083679
1.698,-0.083769
1.7,-0.083859
1.702,-0.083886
1.704,-0.083912
1.706,-0.083939
1.708,-0.083966
1.71,-0.083992
1.712,-0.084014
1.714,-0.084035
1.716,-0.084056
1.718,-0.084077
1.72,-0.084098
1.722,-0.084093
1.724,-0.084088
1.726,-0.084082
1.728,-0.084077
1.73,-0.084072
1.732,-0.084011
1.734,-0.08395
1.736,-0.083889
1.738,-0.083829
1.74,-0.083768
1.742,-0.083688
1.744,-0.083608
1.746,-0.083528
1.748,-0.083448
1.75,-0.083368
1.752,-0.083213
1.754,-0.083058
1.756,-0.082902
1.758,-0.082747
1.76,-0.082592
1.762,-0.082426
1.764,-0.08226
1.766,-0.082095
1.768,-0.081929
1.77,-0.081763
1.772,-0.081642
1.774,-0.081521
1.776,-0.0814
1.778,-0.08128
1.78,-0.081159
1.782,-0.081007
1.784,-0.080855
1.786,-0.080703
1.788,-0.080551
1.79,-0.080399
1.792,-0.080227
1.794,-0.080055
1.796,-0.079883
1.798,-0.079711
1.8,-0.079539
1.802,-0.079361
1.804,-0.079183
1.806,-0.079005
1.808,-0.078828
1.81,-0.07865
1.812,-0.078428
1.814,-0.078207
1.816,-0.077985
1.818,-0.077764
1.82,-0.077542
1.822,-0.077194
1.824,-0.076846
1.826,-0.076497
1.828,-0.076149
1.83,-0.075801
1.832,-0.07562
1.834,-0.075439
1.836,-0.075258
1.838,-0.075077
1.84,-0.074895
1.842,-0.074632
1.844,-0.074369
1.846,-0.074106
1.848,-0.073843
1.85,-0.07358
1.852,-0.073353
1.854,-0.073126
1.856,-0.072899
1.858,-0.072672
1.86,-0.072445
1.862,-0.072195
1.864,-0.071945
1.866,-0.071694
1.868,-0.071444
1.87,-0.071194
1.872,-0.070776
1.874,-0.070357
1.876,-0.069939
1.878,-0.06952
1.88,-0.069102
1.882,-0.068754
1.884,-0.068406
1.886,-0.068059
1.888,-0.067711
1.89,-0.067364
1.892,-0.067162
1.894,-0.066961
1.896,-0.06676
1.898,-0.066558
1.9,-0.066357
1.902,-0.066071
1.904,-0.065785
1.906,-0.065499
1.908,-0.065214
1.91,-0.064928
1.912,-0.06456
1.914,-0.064191
1.916,-0.063823
1.918,-0.063454
1.92,-0.063086
1.922,-0.062836
1.924,-0.062586
1.926,-0.062337
1.928,-0.062087
1.93,-0.061837
1.932,-0.061444
1.934,-0.061051
1.936,-0.060658
1.938,-0.060265
1.94,-0.059871
1.942,-0.059395
1.944,-0.05892
1.946,-0.058444
1.948,-0.057968
1.95,-0.057492
1.952,-0.057188
1.954,-0.056884
1.956,-0.056579
1.958,-0.056275
1.96,-0.055971
1.962,-0.055523
1.964,-0.055075
1.966,-0.054627
1.968,-0.054179
1.97,-0.053731
1.972,-0.053559
1.974,-0.053386
1.976,-0.053213
1.978,-0.05304
1.98,-0.052868
1.982,-0.052408
1.984,-0.051948
1.986,-0.051488
1.988,-0.051028
1.99,-0.050568
1.992,-0.050229
1.994,-0.04989
1.996,-0.049551
1.998,-0.049212
2,-0.048873
