TITLE = "Blade_9505.0_pitch_28.0_AoA_5.0"
VARIABLES = "R_middle" "X_mean" "Y_mean" "Z_mean" "Tx_fR" "Ty_fR" "Tz_fR" "Ft_fR" "Fr_fR" "F1P_fR" "Mx_fR" "My_fR" "Mz_fR" 
ZONE T="Blade_9505.0_pitch_28.0_AoA_5.0", I=45, J=1, K=1, F=BLOCK
 -6.629631501e-03 -6.146253761e-03 -5.659337869e-03 -5.168531804e-03 -4.674977087e-03 -4.178887938e-03
 -3.679898709e-03 -3.178017836e-03 -2.672578642e-03 -2.165582229e-03 -2.179474362e-03  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.427351455e-03 -1.862627800e-03 -2.445875915e-03 -3.160021721e-03 -3.987049215e-03 -4.911392235e-03
 -5.935350773e-03 -7.016884129e-03 -8.137398389e-03 -9.269733339e-03 -1.037613686e-02 -1.141120607e-02
 -1.228755262e-02 -1.288684764e-02 -1.312804583e-02 -1.295481118e-02 -1.240612023e-02 -1.144984754e-02
 -1.027889634e-02 -9.045225967e-03 -7.798656599e-03 -6.539656909e-03 -5.267137704e-03 -3.986655142e-03
 -2.696082543e-03 -1.395411697e-03 -8.559863539e-05  1.232544615e-03  2.557361911e-03  3.886257953e-03
  5.221113340e-03  6.561578835e-03  7.907084290e-03  9.256097480e-03  1.060719832e-02  1.196100310e-02
  1.331761127e-02  1.467701520e-02  1.603807147e-02  1.739958278e-02  1.850242371e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  3.979653200e-01  4.803771129e-02 -1.528540900e+00 -3.555890779e+00 -5.076753973e+00 -6.145870206e+00
 -6.578066283e+00 -6.420632372e+00 -5.732424932e+00 -4.456364847e+00 -2.727357777e+00 -8.854970752e-01
 -4.251643362e-01 -4.160825938e-01 -3.754371213e-01 -2.660808515e-01 -2.906787292e-01 -2.063708987e-02
 -2.957084344e-03  2.511559647e-02  1.289075879e-02  8.948086765e-03  3.223092642e-03 -3.187553723e-03
 -1.002026343e-02 -1.844936808e-02 -2.860255558e-02 -4.147229786e-02 -5.720140022e-02 -7.471857215e-02
 -9.440842841e-02 -1.155559398e-01 -1.400059691e-01 -1.694722987e-01 -2.007474041e-01 -2.316242739e-01
 -2.643756616e-01 -2.973378695e-01 -3.329644422e-01 -3.625610908e-01  5.391738775e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -8.918443980e-02 -1.497504444e-01 -2.689798450e-02  2.098036481e-01  4.366873268e-01  6.586834391e-01
  8.561019600e-01  9.471443623e-01  9.542228849e-01  8.709872567e-01  6.956289376e-01  5.378904513e-01
  5.567511115e-01  6.164835581e-01  6.601003523e-01  6.841462418e-01  7.209426673e-01  7.040990007e-01
  7.142754297e-01  7.155558183e-01  7.155568353e-01  7.106576806e-01  7.015860975e-01  6.845949658e-01
  6.703366386e-01  6.514417330e-01  6.280574037e-01  6.005628689e-01  5.645529319e-01  5.298971857e-01
  4.937027159e-01  4.543890886e-01  4.123366284e-01  3.640867237e-01  3.172066236e-01  2.722669386e-01
  2.263907128e-01  1.817085163e-01  1.347907360e-01  9.459160708e-02 -4.542944302e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -7.020884023e-02 -7.674003124e-02 -9.460098878e-02 -1.157628694e-01 -1.624733754e-01 -2.102998616e-01
 -2.122660204e-01 -2.578649320e-01 -3.076340294e-01 -3.538819816e-01 -3.972768139e-01 -4.433632525e-01
 -4.910193835e-01 -5.401469650e-01 -5.912163538e-01 -6.435920404e-01 -6.935018182e-01 -7.481957776e-01
 -8.019390651e-01 -8.525610735e-01 -8.960823190e-01 -9.337713693e-01 -9.665723883e-01 -9.904642766e-01
 -1.011687191e+00 -1.023978919e+00 -1.026902515e+00 -1.020243486e+00 -9.997019184e-01 -9.730968777e-01
 -9.378141110e-01 -8.914920839e-01 -8.339505621e-01 -7.595661008e-01 -6.793078504e-01 -5.946593157e-01
 -5.006848362e-01 -4.035306446e-01 -2.971236611e-01 -2.049636509e-01 -1.096668171e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -6.209593430e-02 -1.459495541e-01 -1.432192825e-01 -8.147093451e-02 -8.262992908e-03  8.615025612e-02
  2.084378117e-01  2.843901288e-01  3.377570323e-01  3.741983675e-01  3.815701943e-01  4.314272053e-01
  5.027967177e-01  5.631459197e-01  6.119650710e-01  6.496841239e-01  6.852186487e-01  6.983093437e-01
  7.107157123e-01  7.149377346e-01  7.141399505e-01  7.092034714e-01  6.999811001e-01  6.828308244e-01
  6.684047848e-01  6.492871176e-01  6.256355567e-01  5.977980666e-01  5.613967388e-01  5.263617210e-01
  4.898060366e-01  4.501927696e-01  4.078545260e-01  3.593141464e-01  3.122534000e-01  2.672990365e-01
  2.215231772e-01  1.770909353e-01  1.305378636e-01  9.091696163e-02  8.529457649e-03  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.030810777e-01  5.857939010e-02 -1.522054211e+00 -3.561142975e+00 -5.095493935e+00 -6.180466212e+00
 -6.630265475e+00 -6.483881920e+00 -5.801478872e+00 -4.525238340e+00 -2.788688625e+00 -9.419669710e-01
 -4.877827115e-01 -4.858429534e-01 -4.496490399e-01 -3.417098752e-01 -3.670529344e-01 -9.244107702e-02
 -7.128330865e-02 -3.892245951e-02 -4.681759656e-02 -4.631245548e-02 -4.753840570e-02 -4.921882676e-02
 -5.183298650e-02 -5.606201603e-02 -6.208348178e-02 -7.094492547e-02 -8.261788366e-02 -9.652580492e-02
 -1.128953921e-01 -1.309545311e-01 -1.525708101e-01 -1.793693023e-01 -2.083683673e-01 -2.373400834e-01
 -2.684673672e-01 -3.001109697e-01 -3.346546406e-01 -3.634999625e-01  5.391923414e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.078360703e-01  1.572667075e-01  1.528777546e+00  3.562074789e+00  5.095500635e+00  6.181066612e+00
  6.633541029e+00  6.490115754e+00  5.811302515e+00  4.540683479e+00  2.814672283e+00  1.036065253e+00
  7.005258831e-01  7.437584972e-01  7.593981217e-01  7.340675035e-01  7.773367694e-01  7.044013715e-01
  7.142815508e-01  7.159964541e-01  7.156729394e-01  7.107140123e-01  7.015935009e-01  6.846023866e-01
  6.704115264e-01  6.517029313e-01  6.287083653e-01  6.019931154e-01  5.674434008e-01  5.351391337e-01
  5.026483095e-01  4.688524491e-01  4.354574222e-01  4.015968157e-01  3.753925443e-01  3.574620122e-01
  3.480621285e-01  3.484649100e-01  3.592128370e-01  3.746973668e-01  5.391930160e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -5.526553360e-04 -1.357055127e-03  3.084908096e-04  2.811447307e-03  5.581229214e-03  9.724320744e-03
  1.414772265e-02  1.736509068e-02  1.958787025e-02  2.029355241e-02  1.885674955e-02  1.824073793e-02
  2.083166696e-02  2.406296012e-02  2.673664212e-02  2.864475897e-02  3.035554627e-02  3.089703541e-02
  3.127160470e-02  3.120335939e-02  3.086897896e-02  3.028363804e-02  2.953175631e-02  2.870941677e-02
  2.754662601e-02  2.616013563e-02  2.459041369e-02  2.287812293e-02  2.116376520e-02  1.925911849e-02
  1.725145838e-02  1.520969774e-02  1.316213100e-02  1.118288656e-02  9.243221123e-03  7.362260995e-03
  5.623407734e-03  4.052338960e-03  2.652001195e-03  1.384085613e-03  1.456410273e-03  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.711776372e-02 -2.653946667e-02 -2.680561231e-02 -2.040823359e-02 -7.517616140e-03  9.491511256e-03
  2.436183142e-02  4.012400054e-02  5.094126591e-02  5.341969114e-02  4.473441621e-02  3.527463860e-02
  4.251325912e-02  5.622982692e-02  7.007733585e-02  8.248761546e-02  9.651455023e-02  1.072100876e-01
  1.173684541e-01  1.271038015e-01  1.363130235e-01  1.450914415e-01  1.534510338e-01  1.606962383e-01
  1.677531117e-01  1.735721993e-01  1.779714060e-01  1.807869428e-01  1.811367458e-01  1.802215609e-01
  1.774940669e-01  1.724145516e-01  1.647855130e-01  1.533570406e-01  1.400519516e-01  1.251113258e-01
  1.074652141e-01  8.827722757e-02  6.619983799e-02  4.626574841e-02  1.288166841e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  2.776949458e-03  4.124509799e-03  6.457181401e-03  9.406526690e-03  1.187271492e-02  1.515963201e-02
  2.083511926e-02  2.483978484e-02  2.921235911e-02  3.412593160e-02  3.939143157e-02  4.526697736e-02
  5.088332774e-02  5.576075873e-02  6.046434071e-02  6.507896345e-02  6.909695539e-02  7.315648983e-02
  7.773551636e-02  8.195485979e-02  8.551464678e-02  8.846834126e-02  9.076643466e-02  9.185454720e-02
  9.309393727e-02  9.345081345e-02  9.289082592e-02  9.141505239e-02  8.825505367e-02  8.493256774e-02
  8.099066048e-02  7.614644337e-02  7.042952778e-02  6.314678221e-02  5.568022759e-02  4.819383314e-02
  4.014740582e-02  3.198051137e-02  2.296676933e-02  1.504747600e-02  5.862380545e-03  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
